id,name,perk_ids,job,authority_root_type,authority_root_id,practice_root_id,fusion_root_id,requirements,sources,rarity,zone_id,cp_cost,boundary,skill_group,block,skill_instance
expert_tiller,Expert Tiller,perk_expert_tiller,PROGRESS,SKILL,farming,field_worker,,SKILL_LEVEL:farming:5,,COMMON,,1,,Farmer,SUPPORT,
quality_crops,Quality Crops,perk_quality_crops,PROGRESS,SKILL,farming,field_worker,,SKILL_LEVEL:farming:7,,COMMON,,1,,Farmer,SUPPORT,
sprinter,Sprinter,perk_sprinter,PROGRESS,SKILL,athletism,athletic,,SKILL_LEVEL:athletism:3,,COMMON,,1,,BRAWLER,CORE,
vaulter,Vaulter,perk_vaulter,PROGRESS,SKILL,athletism,athletic,,SKILL_LEVEL:athletism:5,,COMMON,,1,,BRAWLER,CORE,
free_running,Free Running,perk_free_running,PROGRESS,SKILL,athletism,athletic,,SKILL_LEVEL:athletism:7,,COMMON,,1,,BRAWLER,CORE,
artisan_food,Artisan Food,perk_artisan_food,PROGRESS,SKILL,farming,artisan_food,,SKILL_LEVEL:farming:1,,COMMON,,1,,Farmer,SUPPORT,
food_worker,Food Worker,perk_food_worker,PROGRESS,SKILL,farming,artisan_food,,SKILL_LEVEL:farming:3,,COMMON,,1,,Farmer,SUPPORT,
quality_craft,Quality Craft,perk_quality_craft,PROGRESS,SKILL,farming,artisan_food,,SKILL_LEVEL:farming:5,,COMMON,,1,,Farmer,SUPPORT,
aging,Aging,perk_aging,PROGRESS,SKILL,farming,artisan_food,,SKILL_LEVEL:farming:7,,COMMON,,1,,Farmer,SUPPORT,
power_nap,Power Nap,perk_power_nap,PROGRESS,SKILL,rest,slug,,SKILL_LEVEL:rest:3,,COMMON,,1,,BRAWLER,CORE,
deep_sleep,Deep Sleep,perk_deep_sleep,PROGRESS,SKILL,rest,slug,,SKILL_LEVEL:rest:5,,COMMON,,1,,BRAWLER,CORE,
rest_kneading,Rest Kneading,perk_rest_kneading,PROGRESS,SKILL,rest,slug,,SKILL_LEVEL:rest:7,,COMMON,,1,,BRAWLER,CORE,
animal_magnetism,Animal Magnetism,perk_animal_magnetism,PROGRESS,SKILL,animal_empathy,animal_magnetism,,SKILL_LEVEL:animal_empathy:1,,COMMON,,1,,Farmer,SUPPORT,
animal_understanding,Animal Understanding,perk_animal_understanding,PROGRESS,SKILL,animal_empathy,animal_magnetism,,SKILL_LEVEL:animal_empathy:3,,COMMON,,1,,Farmer,SUPPORT,
feroucious_loyalty,Feroucious Loyalty,perk_feroucious_loyalty,PROGRESS,SKILL,animal_empathy,animal_magnetism,,SKILL_LEVEL:animal_empathy:5,,COMMON,,1,,Farmer,SUPPORT,
shepherd,Shepherd,perk_shepherd,PROGRESS,SKILL,animal_empathy,animal_magnetism,,SKILL_LEVEL:animal_empathy:7,,COMMON,,1,,Farmer,SUPPORT,
bowman,Bowman,perk_bowman,PROGRESS,SKILL,projectile_weapons_handling,bowman,,SKILL_LEVEL:projectile_weapons_handling:1,,COMMON,,1,,EXPLORER,CORE,
run_gun,Run & Gun,perk_run_gun,PROGRESS,SKILL,projectile_weapons_handling,bowman,,SKILL_LEVEL:projectile_weapons_handling:3,,COMMON,,1,,EXPLORER,CORE,
ranger,Ranger,perk_ranger,PROGRESS,SKILL,projectile_weapons_handling,bowman,,SKILL_LEVEL:projectile_weapons_handling:5,,COMMON,,1,,EXPLORER,CORE,
long_range,Long Range,perk_long_range,PROGRESS,SKILL,projectile_weapons_handling,bowman,,SKILL_LEVEL:projectile_weapons_handling:7,,COMMON,,1,,EXPLORER,CORE,
bookworm,Bookworm,perk_bookworm,PROGRESS,SKILL,knowledge_specific,bookworm,,SKILL_LEVEL:knowledge_specific:1,,COMMON,,1,,Academic,SUPPORT,
learned,Learned,perk_learned,PROGRESS,SKILL,knowledge_specific,bookworm,,SKILL_LEVEL:knowledge_specific:3,,COMMON,,1,,Academic,SUPPORT,
researcher,Researcher,perk_researcher,PROGRESS,SKILL,knowledge_specific,bookworm,,SKILL_LEVEL:knowledge_specific:5,,COMMON,,1,,Academic,SUPPORT,
eidetic_memory,Eidetic Memory,perk_eidetic_memory,PROGRESS,SKILL,knowledge_specific,bookworm,,SKILL_LEVEL:knowledge_specific:7,,COMMON,,1,,Academic,SUPPORT,
natural_circle,Natural Circle,perk_natural_circle,PROGRESS,SKILL,nature_focus,natural_circle,,SKILL_LEVEL:nature_focus:1,,COMMON,,1,,EXPLORER,CORE,
green_purity,Green Purity,perk_green_purity,PROGRESS,SKILL,nature_focus,natural_circle,,SKILL_LEVEL:nature_focus:3,,COMMON,,1,,EXPLORER,CORE,
spirit_guide,Spirit Guide,perk_spirit_guide,PROGRESS,SKILL,nature_focus,natural_circle,,SKILL_LEVEL:nature_focus:5,,COMMON,,1,,EXPLORER,CORE,
natural_harmony,Natural Harmony,perk_natural_harmony,PROGRESS,SKILL,nature_focus,natural_circle,,SKILL_LEVEL:nature_focus:7,,COMMON,,1,,EXPLORER,CORE,
eye_to_detail,Eye to Detail,perk_eye_to_detail,PROGRESS,SKILL,investigation,eye_to_detail,,SKILL_LEVEL:investigation:1,,COMMON,,1,,Academic,SUPPORT,
inspector,Inspector,perk_inspector,PROGRESS,SKILL,investigation,eye_to_detail,,SKILL_LEVEL:investigation:3,,COMMON,,1,,Academic,SUPPORT,
reveal_secret,Reveal Secret,perk_reveal_secret,PROGRESS,SKILL,investigation,eye_to_detail,,SKILL_LEVEL:investigation:5,,COMMON,,1,,Academic,SUPPORT,
master_of_details,Master of Details,perk_master_of_details,PROGRESS,SKILL,investigation,eye_to_detail,,SKILL_LEVEL:investigation:7,,COMMON,,1,,Academic,SUPPORT,
wild_catch,Wild Catch,perk_wild_catch,PROGRESS,SKILL,farming,wild_catch,,SKILL_LEVEL:farming:1,,COMMON,,1,,EXPLORER,CORE,
tame_specialist,Tame Specialist,perk_tame_specialist,PROGRESS,SKILL,farming,wild_catch,,SKILL_LEVEL:farming:5,,COMMON,,1,,EXPLORER,CORE,
growth_correction,Growth Correction,perk_growth_correction,PROGRESS,SKILL,farming,wild_catch,,SKILL_LEVEL:farming:7,,COMMON,,1,,EXPLORER,CORE,
multi_cultural,Multi Cultural,perk_multi_cultural,PROGRESS,SKILL,linguistics,multi_cultural,,SKILL_LEVEL:linguistics:1,,COMMON,,1,,Academic,SUPPORT,
cipher,Cipher,perk_cipher,PROGRESS,SKILL,linguistics,multi_cultural,,SKILL_LEVEL:linguistics:3,,COMMON,,1,,Academic,SUPPORT,
ancient_culture,Ancient Culture,perk_ancient_culture,PROGRESS,SKILL,linguistics,multi_cultural,,SKILL_LEVEL:linguistics:5,,COMMON,,1,,Academic,SUPPORT,
cultural_assimilation,Cultural Assimilation,perk_cultural_assimilation,PROGRESS,SKILL,linguistics,multi_cultural,,SKILL_LEVEL:linguistics:7,,COMMON,,1,,Academic,SUPPORT,
hidden_traps,Hidden Traps,perk_hidden_traps,PROGRESS,SKILL,trapper,hidden_traps,,SKILL_LEVEL:trapper:1,,COMMON,,1,,EXPLORER,CORE,
trap_sence,Trap-Sence,perk_trap_sence,PROGRESS,SKILL,trapper,hidden_traps,,SKILL_LEVEL:trapper:5,,COMMON,,1,,EXPLORER,CORE,
trap_maker,Trap-Maker,perk_trap_maker,PROGRESS,SKILL,trapper,hidden_traps,,SKILL_LEVEL:trapper:7,,COMMON,,1,,EXPLORER,CORE,
green_thumb,Green Thumb,perk_green_thumb,PROGRESS,SKILL,herbalism,green_thumb,,SKILL_LEVEL:herbalism:1,,COMMON,,1,,Hunter,SUPPORT,
horticulture_101,Horticulture 101,perk_horticulture_101,PROGRESS,SKILL,herbalism,green_thumb,,SKILL_LEVEL:herbalism:3,,COMMON,,1,,Hunter,SUPPORT,
verdant_folklore,Verdant Folklore,perk_verdant_folklore,PROGRESS,SKILL,herbalism,green_thumb,,SKILL_LEVEL:herbalism:5,,COMMON,,1,,Hunter,SUPPORT,
gathering_zone,Gathering Zone,perk_gathering_zone,PROGRESS,SKILL,herbalism,green_thumb,,SKILL_LEVEL:herbalism:7,,COMMON,,1,,Hunter,SUPPORT,
butcher,Butcher,perk_butcher,PROGRESS,SKILL,dismantle,butcher,,SKILL_LEVEL:dismantle:1,,COMMON,,1,,Hunter,SUPPORT,
harvester,Harvester,perk_harvester,PROGRESS,SKILL,dismantle,butcher,,SKILL_LEVEL:dismantle:3,,COMMON,,1,,Hunter,SUPPORT,
old_way_gourmet,Old Way Gourmet,perk_old_way_gourmet,PROGRESS,SKILL,dismantle,butcher,,SKILL_LEVEL:dismantle:7,,COMMON,,1,,Hunter,SUPPORT,
targetting,Targetting,perk_targetting,PROGRESS,SKILL,tracking,targetting,,SKILL_LEVEL:tracking:1,,COMMON,,1,,Hunter,SUPPORT,
hunter_vision,Hunter Vision,perk_hunter_vision,PROGRESS,SKILL,tracking,targetting,,SKILL_LEVEL:tracking:3,,COMMON,,1,,Hunter,SUPPORT,
old_way_reading,Old Way Reading,perk_old_way_reading,PROGRESS,SKILL,tracking,targetting,,SKILL_LEVEL:tracking:5,,COMMON,,1,,Hunter,SUPPORT,
long_range_tracking,Long Range Tracking,perk_long_range_tracking,PROGRESS,SKILL,tracking,targetting,,SKILL_LEVEL:tracking:7,,COMMON,,1,,Hunter,SUPPORT,
the_ancient_ways,The Ancient Ways,perk_the_ancient_ways,PROGRESS,SKILL,formal_magics,the_ancient_ways,,SKILL_LEVEL:formal_magics:1,,COMMON,,1,,Mystic,SUPPORT,
occult_fan,Occult Fan,perk_occult_fan,PROGRESS,SKILL,formal_magics,the_ancient_ways,,SKILL_LEVEL:formal_magics:3,,COMMON,,1,,Mystic,SUPPORT,
ritualist,Ritualist,perk_ritualist,PROGRESS,SKILL,formal_magics,the_ancient_ways,,SKILL_LEVEL:formal_magics:5,,COMMON,,1,,Mystic,SUPPORT,
witchcraft,Witchcraft,perk_witchcraft,PROGRESS,SKILL,formal_magics,the_ancient_ways,,SKILL_LEVEL:formal_magics:7,,COMMON,,1,,Mystic,SUPPORT,
eye_for_magic,Eye for Magic,perk_eye_for_magic,PROGRESS,SKILL,spellcraft,eye_for_magic,,SKILL_LEVEL:spellcraft:1,,COMMON,,1,,Mystic,SUPPORT,
magic_analyst,Magic Analyst,perk_magic_analyst,PROGRESS,SKILL,spellcraft,eye_for_magic,,SKILL_LEVEL:spellcraft:3,,COMMON,,1,,Mystic,SUPPORT,
counterspell,CounterSpell,perk_counterspell,PROGRESS,SKILL,spellcraft,eye_for_magic,,SKILL_LEVEL:spellcraft:5,,COMMON,,1,,Mystic,SUPPORT,
spell_hacker,Spell Hacker,perk_spell_hacker,PROGRESS,SKILL,spellcraft,eye_for_magic,,SKILL_LEVEL:spellcraft:7,,COMMON,,1,,Mystic,SUPPORT,
star_compass,Star Compass,perk_star_compass,PROGRESS,SKILL,astrology,star_compass,,SKILL_LEVEL:astrology:1,,COMMON,,1,,Mystic,SUPPORT,
star_reader,Star Reader,perk_star_reader,PROGRESS,SKILL,astrology,star_compass,,SKILL_LEVEL:astrology:3,,COMMON,,1,,Mystic,SUPPORT,
fate_reading,Fate Reading,perk_fate_reading,PROGRESS,SKILL,astrology,star_compass,,SKILL_LEVEL:astrology:5,,COMMON,,1,,Mystic,SUPPORT,
omens,Omens,perk_omens,PROGRESS,SKILL,astrology,star_compass,,SKILL_LEVEL:astrology:7,,COMMON,,1,,Mystic,SUPPORT,
traveler,Traveler,perk_traveler,PROGRESS,SKILL,wayfarer,traveler,,SKILL_LEVEL:wayfarer:1,,COMMON,,1,,Traveller,SUPPORT,
long_walker,Long Walker,perk_long_walker,PROGRESS,SKILL,wayfarer,traveler,,SKILL_LEVEL:wayfarer:3,,COMMON,,1,,Traveller,SUPPORT,
pathguide,PathGuide,perk_pathguide,PROGRESS,SKILL,wayfarer,traveler,,SKILL_LEVEL:wayfarer:5,,COMMON,,1,,Traveller,SUPPORT,
thousand_steps,Thousand Steps,perk_thousand_steps,PROGRESS,SKILL,wayfarer,traveler,,SKILL_LEVEL:wayfarer:7,,COMMON,,1,,Traveller,SUPPORT,
familiar_mount,Familiar Mount,perk_familiar_mount,PROGRESS,SKILL,riding,familiar_mount,,SKILL_LEVEL:riding:1,,COMMON,,1,,,VERB,
experienced_rider,Experienced Rider,perk_experienced_rider,PROGRESS,SKILL,riding,familiar_mount,,SKILL_LEVEL:riding:3,,COMMON,,1,,,VERB,
one_hand_riding,One Hand Riding,perk_one_hand_riding,PROGRESS,SKILL,riding,familiar_mount,,SKILL_LEVEL:riding:5,,COMMON,,1,,,VERB,
mount_aptitude,Mount Aptitude,perk_mount_aptitude,PROGRESS,SKILL,riding,familiar_mount,,SKILL_LEVEL:riding:7,,COMMON,,1,,,VERB,
strong_back,Strong Back,perk_strong_back,PROGRESS,ATTRIBUTE,STR,strong_back,,ATTRIBUTE:STR:150;VERB:burden,,COMMON,,1,,,VERB,
inner_strenght,Inner Strenght,perk_inner_strenght,PROGRESS,ATTRIBUTE,STR,strong_back,,ATTRIBUTE:STR:250;VERB:burden,,COMMON,,1,,,VERB,
popular_trends,Popular Trends,perk_popular_trends,PROGRESS,SKILL,common_lore,popular_trends,,SKILL_LEVEL:common_lore:1,,COMMON,,1,,,VERB,
common_sense,Common Sense,perk_common_sense,PROGRESS,SKILL,common_lore,popular_trends,,SKILL_LEVEL:common_lore:3,,COMMON,,1,,,VERB,
popular_folklore,Popular Folklore,perk_popular_folklore,PROGRESS,SKILL,common_lore,popular_trends,,SKILL_LEVEL:common_lore:5,,COMMON,,1,,,VERB,
old_wisdom,Old Wisdom,perk_old_wisdom,PROGRESS,SKILL,common_lore,popular_trends,,SKILL_LEVEL:common_lore:7,,COMMON,,1,,,VERB,
unrestrained,Unrestrained,perk_unrestrained,PROGRESS,ATTRIBUTE,STR,unrestrained,,ATTRIBUTE:STR:150;VERB:arm_strenght,,COMMON,,1,,,VERB,
hand_cannon,Hand Cannon,perk_hand_cannon,PROGRESS,ATTRIBUTE,STR,unrestrained,,ATTRIBUTE:STR:200;VERB:arm_strenght,,COMMON,,1,,,VERB,
iron_bender,Iron Bender,perk_iron_bender,PROGRESS,ATTRIBUTE,STR,unrestrained,,ATTRIBUTE:STR:250;VERB:arm_strenght,,COMMON,,1,,,VERB,
great_fortitude,Great Fortitude,perk_great_fortitude,PROGRESS,ATTRIBUTE,STR,build_up,,ATTRIBUTE:STR:200;VERB:muscle,,COMMON,,1,,,VERB,
rubbery_muscles,Rubbery Muscles,perk_rubbery_muscles,PROGRESS,ATTRIBUTE,STR,build_up,,ATTRIBUTE:STR:250;VERB:muscle,,COMMON,,1,,,VERB,
coordination,Coordination,perk_coordination,PROGRESS,ATTRIBUTE,AGI,coordination,,ATTRIBUTE:AGI:150;VERB:coordination,,COMMON,,1,,,VERB,
heightened_balance,Heightened Balance,perk_heightened_balance,PROGRESS,ATTRIBUTE,AGI,coordination,,ATTRIBUTE:AGI:200;VERB:coordination,,COMMON,,1,,,VERB,
ambidiextry,Ambidiextry,perk_ambidiextry,PROGRESS,ATTRIBUTE,AGI,coordination,,ATTRIBUTE:AGI:250;VERB:coordination,,COMMON,,1,,,VERB,
adrenaline,Adrenaline,perk_adrenaline,PROGRESS,ATTRIBUTE,AGI,adrenaline,,ATTRIBUTE:AGI:150;VERB:reaction,,COMMON,,1,,,VERB,
heightened_reflex,Heightened Reflex,perk_heightened_reflex,PROGRESS,ATTRIBUTE,AGI,adrenaline,,ATTRIBUTE:AGI:200;VERB:reaction,,COMMON,,1,,,VERB,
travel_light,Travel Light,perk_travel_light,PROGRESS,ATTRIBUTE,AGI,travel_light,,ATTRIBUTE:AGI:150;VERB:movement,,COMMON,,1,,,VERB,
manouverability,Manouverability,perk_manouverability,PROGRESS,ATTRIBUTE,AGI,travel_light,,ATTRIBUTE:AGI:200;VERB:movement,,COMMON,,1,,,VERB,
tunnel_serpent,Tunnel Serpent,perk_tunnel_serpent,PROGRESS,ATTRIBUTE,AGI,travel_light,,ATTRIBUTE:AGI:250;VERB:movement,,COMMON,,1,,,VERB,
self_diagnose,Self-Diagnose,perk_self_diagnose,PROGRESS,ATTRIBUTE,PER,self_diagnose,,ATTRIBUTE:PER:150;VERB:judgement,,COMMON,,1,,,VERB,
anatomy_101,Anatomy 101,perk_anatomy_101,PROGRESS,ATTRIBUTE,PER,self_diagnose,,ATTRIBUTE:PER:200;VERB:judgement,,COMMON,,1,,,VERB,
death_sense,Death Sense,perk_death_sense,PROGRESS,ATTRIBUTE,PER,self_diagnose,,ATTRIBUTE:PER:250;VERB:judgement,,COMMON,,1,,,VERB,
low_light_vision,Low-Light Vision,perk_low_light_vision,PROGRESS,ATTRIBUTE,PER,low_light_vision,,ATTRIBUTE:PER:150;VERB:senses,,COMMON,,1,,,VERB,
pitch,Pitch,perk_pitch,PROGRESS,ATTRIBUTE,PER,low_light_vision,,ATTRIBUTE:PER:200;VERB:senses,,COMMON,,1,,,VERB,
blind_fighting,Blind Fighting,perk_blind_fighting,PROGRESS,ATTRIBUTE,PER,low_light_vision,,ATTRIBUTE:PER:250;VERB:senses,,COMMON,,1,,,VERB,
idea,Idea,perk_idea,PROGRESS,ATTRIBUTE,INT,idea,,ATTRIBUTE:INT:150;VERB:inspiration,,COMMON,,1,,,VERB,
calculus,Calculus,perk_calculus,PROGRESS,ATTRIBUTE,INT,idea,,ATTRIBUTE:INT:250;VERB:inspiration,,COMMON,,1,,,VERB,
sharp_mind,Sharp Mind,perk_sharp_mind,PROGRESS,ATTRIBUTE,INT,self_diagnose,,ATTRIBUTE:INT:150;VERB:judgement,,COMMON,,1,,,VERB,
scrounger,Scrounger,perk_scrounger,PROGRESS,ATTRIBUTE,INT,self_diagnose,,ATTRIBUTE:INT:200;VERB:judgement,,COMMON,,1,,,VERB,
mental_strenght,Mental Strenght,perk_mental_strenght,PROGRESS,ATTRIBUTE,INT,self_diagnose,,ATTRIBUTE:INT:250;VERB:judgement,,COMMON,,1,,,VERB,
voracious_reader,Voracious Reader,perk_voracious_reader,PROGRESS,ATTRIBUTE,INT,voracious_reader,,ATTRIBUTE:INT:150;VERB:focus,,COMMON,,1,,,VERB,
high_focus,High Focus,perk_high_focus,PROGRESS,ATTRIBUTE,INT,voracious_reader,,ATTRIBUTE:INT:200;VERB:focus,,COMMON,,1,,,VERB,
photo_memory,Photo Memory,perk_photo_memory,PROGRESS,ATTRIBUTE,INT,voracious_reader,,ATTRIBUTE:INT:250;VERB:focus,,COMMON,,1,,,VERB,
strong_soul,Strong Soul,perk_strong_soul,PROGRESS,ATTRIBUTE,WIL,strong_soul,,ATTRIBUTE:WIL:150;VERB:supernatural,,COMMON,,1,,,VERB,
power_spot,Power Spot,perk_power_spot,PROGRESS,ATTRIBUTE,WIL,strong_soul,,ATTRIBUTE:WIL:200;VERB:supernatural,,COMMON,,1,,,VERB,
mana_rejection,Mana Rejection,perk_mana_rejection,PROGRESS,ATTRIBUTE,WIL,strong_soul,,ATTRIBUTE:WIL:250;VERB:supernatural,,COMMON,,1,,,VERB,
stoic,Stoic,perk_stoic,PROGRESS,ATTRIBUTE,WIL,stoic,,ATTRIBUTE:WIL:150;VERB:poise,,COMMON,,1,,,VERB,
impartial_belief,Impartial Belief,perk_impartial_belief,PROGRESS,ATTRIBUTE,WIL,stoic,,ATTRIBUTE:WIL:200;VERB:poise,,COMMON,,1,,,VERB,
happy_camper,Happy Camper,perk_happy_camper,PROGRESS,ATTRIBUTE,WIL,happy_camper,,ATTRIBUTE:WIL:150;VERB:fortitude,,COMMON,,1,,,VERB,
pain_tolerance,Pain Tolerance,perk_pain_tolerance,PROGRESS,ATTRIBUTE,WIL,happy_camper,,ATTRIBUTE:WIL:200;VERB:fortitude,,COMMON,,1,,,VERB,
iron_will,Iron Will,perk_iron_will,PROGRESS,ATTRIBUTE,WIL,happy_camper,,ATTRIBUTE:WIL:250;VERB:fortitude,,COMMON,,1,,,VERB,
